State_name,district_name,block_name,village_name,service_level
Telangana,Chigurumamidi,Polampalle,Polampalle,104.00
Telangana,Chigurumamidi,Kandugula,Kandugula,104.07
Telangana,Chigurumamidi,YASWADA,YASWADA,116.67
Telangana,Chigurumamidi,Mallapur,Mallapur,118.04
Telangana,Chigurumamidi,Sundaragiri,Sundaragiri,102.05
Telangana,Chigurumamidi,Munjampalle,Munjampalle,102.41
Telangana,Chigurumamidi,Maddikunta,Maddikunta,104.17
Telangana,Chigurumamidi,Pothireddipet,Pothireddipet,102.93
Telangana,Chigurumamidi,Choppadandi,Choppadandi,105.61
Telangana,Chigurumamidi,Renikunta,Renikunta,101.15
Telangana,Chigurumamidi,Mannenpalle,Mannenpalle,107.33
Telangana,Chigurumamidi,Mallapur,Mallapur,106.69
Telangana,Chigurumamidi,Rekonda,Rekonda,105.27
Telangana,Chigurumamidi,Kothagattu,Kothagattu,113.51
Telangana,Chigurumamidi,Kothapalle,Kothapalle,105.04
Telangana,Chigurumamidi,Bornapally,Bornapally,110.79
Telangana,Chigurumamidi,Vegurupalle,Vegurupalle,102.22
Telangana,Chigurumamidi,Achampalli,Achampalli,110.14
Telangana,Chigurumamidi,Pothireddypalli,Pothireddypalli,104.12
Telangana,Chigurumamidi,Singapur,Singapur,103.88
Telangana,Chigurumamidi,Thadiakal,Thadiakal,105.64
Telangana,Chigurumamidi,Gaddapaka,Gaddapaka,101.89
Telangana,Chigurumamidi,Elbotharam,Elbotharam,109.20
Telangana,Chigurumamidi,Mallial,Mallial,106.75
Telangana,Chigurumamidi,Mulkanoor,Mulkanoor,101.30
Telangana,Chigurumamidi,Chippakurthi,Chippakurthi,103.34
Telangana,Chigurumamidi,Bommanapalli,Bommanapalli,103.79
Telangana,Chigurumamidi,Shalapalli-indiranagar,Shalapalli-indiranagar,100.64
Telangana,Chigurumamidi,Rukmapur,Rukmapur,103.69
Telangana,Chigurumamidi,Indurthy,Indurthy,107.27
Telangana,Chigurumamidi,Vennampally,Vennampally,109.59
Telangana,Chigurumamidi,Cherlabuthkur,Cherlabuthkur,101.63
Telangana,Chigurumamidi,Katrapalli,Katrapalli,107.24
Telangana,Chigurumamidi,Patharlapally,Patharlapally,107.36
Telangana,Chigurumamidi,Vavilala,Vavilala,104.24
Telangana,Chigurumamidi,Nagireddipur,Nagireddipur,111.52
Telangana,Chigurumamidi,Saidapur,Saidapur,107.49
Telangana,Chigurumamidi,Kothapalli Haveli,Kothapalli Haveli,102.86
Telangana,Chigurumamidi,Chintakunta,Chintakunta,106.21
Telangana,Chigurumamidi,Huzurabad,Huzurabad,104.34
Telangana,Chigurumamidi,Kolimikunta,Kolimikunta,102.82
Telangana,Chigurumamidi,Kachapoor,Kachapoor,104.92
Telangana,Chigurumamidi,Kalvala,Kalvala,121.92
Telangana,Chigurumamidi,Kurikial,Kurikial,107.60
Telangana,Chigurumamidi,Utoor,Utoor,101.44
Telangana,Chigurumamidi,Akunuru,Akunuru,112.68
Telangana,Chigurumamidi,Nedunur,Nedunur,104.96
Telangana,Chigurumamidi,Koratpalli,Koratpalli,102.63
Telangana,Chigurumamidi,Nawabpet,Nawabpet,101.19
Telangana,Chigurumamidi,Brahmanapalli,Brahmanapalli,102.98
Telangana,Chigurumamidi,Korkal,Korkal,110.86
Telangana,Chigurumamidi,Bommakal,Bommakal,100.58
Telangana,Chigurumamidi,Chigurumamidi,Chigurumamidi,108.84
Telangana,Chigurumamidi,Parlapalle,Parlapalle,103.98
Telangana,Chigurumamidi,Gopalraopeta,Gopalraopeta,100.00
Telangana,Chigurumamidi,Mamidalapalli,Mamidalapalli,105.69
Telangana,Chigurumamidi,Metpally,Metpally,105.54
Telangana,Chigurumamidi,Bethigal,Bethigal,102.03
Telangana,Chigurumamidi,Gattududdenapalle,Gattududdenapalle,103.45
Telangana,Chigurumamidi,Jupaka,Jupaka,108.53
Telangana,Chigurumamidi,Gundi,Gundi,101.56
Telangana,Chigurumamidi,Ellanthakunta,Ellanthakunta,105.16
Telangana,Chigurumamidi,Chityalapally,Chityalapally,104.23
Telangana,Chigurumamidi,Bhupalapatnam,Bhupalapatnam,101.60
Telangana,Chigurumamidi,Ramchandrapur,Ramchandrapur,117.02
Telangana,Chigurumamidi,Ammanagurthi,Ammanagurthi,113.27
Telangana,Chigurumamidi,Devampalle,Devampalle,102.05
Telangana,Chigurumamidi,Uppara Mallial,Uppara Mallial,110.98
Telangana,Chigurumamidi,Kanaparthi,Kanaparthi,102.60
Telangana,Chigurumamidi,Nallagonda,Nallagonda,106.42
Telangana,Chigurumamidi,Sirsapalli,Sirsapalli,101.42
Telangana,Chigurumamidi,Mudimanikyam,Mudimanikyam,104.60
Telangana,Chigurumamidi,Shanagar,Shanagar,105.76
Telangana,Chigurumamidi,Lalithapur,Lalithapur,104.53
Telangana,Chigurumamidi,Rajapur,Rajapur,115.14
Telangana,Chigurumamidi,Narsimulapalli,Narsimulapalli,112.71
Telangana,Chigurumamidi,Kondapoor,Kondapoor,103.09
Telangana,Chigurumamidi,Sarvareddipalli,Sarvareddipalli,106.75
Telangana,Chigurumamidi,Challur,Challur,102.16
Telangana,Chigurumamidi,Somaram,Somaram,118.34
Telangana,Chigurumamidi,Jublinagar,Jublinagar,103.56
Telangana,Chigurumamidi,Kistapur,Kistapur,106.13
Telangana,Chigurumamidi,Sriramulapalli,Sriramulapalli,114.38
Telangana,Chigurumamidi,KASHIMPET,KASHIMPET,110.61
Telangana,Chigurumamidi,Vannaram,Vannaram,100.71
Telangana,Chigurumamidi,MADHAPUR,MADHAPUR,109.71
Telangana,Chigurumamidi,Korapally,Korapally,106.22
Telangana,Chigurumamidi,Mogilipalem,Mogilipalem,104.38
Telangana,Chigurumamidi,Rudraram,Rudraram,102.64
Telangana,Chigurumamidi,Venkataipalle,Venkataipalle,109.83
Telangana,Chigurumamidi,Vanthadupula,Vanthadupula,102.03
Telangana,Chigurumamidi,Vedurugatta,Vedurugatta,104.97
Telangana,Chigurumamidi,Madipally,Madipally,106.97
Telangana,Chigurumamidi,Kanagarthy,Kanagarthy,106.46
Telangana,Chigurumamidi,Arnakonda,Arnakonda,106.71
Telangana,Chigurumamidi,Veenavanka,Veenavanka,102.43
Telangana,Chigurumamidi,Karimpet,Karimpet,105.20
Telangana,Chigurumamidi,Oddyaram,Oddyaram,106.98
Telangana,Chigurumamidi,Ambalpur,Ambalpur,105.26
Telangana,Chigurumamidi,Bommakal,Bommakal,105.08
Telangana,Chigurumamidi,GUNUKULKONDAPUR,GUNUKULKONDAPUR,110.42
Telangana,Chigurumamidi,Duddenapalli,Duddenapalli,101.87
Telangana,Chigurumamidi,Ryalapalle,Ryalapalle,106.85
Telangana,Chigurumamidi,Dathojipet,Dathojipet,107.51
Telangana,Chigurumamidi,Durshed,Durshed,102.50
Telangana,Chigurumamidi,Ramancha,Ramancha,106.98
Telangana,Chigurumamidi,GOPALPUR,GOPALPUR,118.92
Telangana,Chigurumamidi,Mutharam,Mutharam,103.05
Telangana,Chigurumamidi,MYLARAM,MYLARAM,111.23
Telangana,Chigurumamidi,Kachireddipalli,Kachireddipalli,114.09
Telangana,Chigurumamidi,Vachunur,Vachunur,106.01
Telangana,Chigurumamidi,Pachunoor,Pachunoor,105.27
Telangana,Chigurumamidi,Kamanpur,Kamanpur,107.34
Telangana,Chigurumamidi,Dharmaram,Dharmaram,119.30
Telangana,Chigurumamidi,Vilasagar,Vilasagar,104.64
Telangana,Chigurumamidi,Gumlapur,Gumlapur,101.58
Telangana,Chigurumamidi,Thummanapalli,Thummanapalli,108.48
Telangana,Chigurumamidi,Konerupally,Konerupally,107.32
Telangana,Chigurumamidi,Annaram,Annaram,104.50
Telangana,Chigurumamidi,Chakunta,Chakunta,100.24
Telangana,Chigurumamidi,Vedira,Vedira,103.83
Telangana,Chigurumamidi,Islampur,Islampur,111.41
Telangana,Chigurumamidi,Godishala,Godishala,110.17
Telangana,Chigurumamidi,Chelpur,Chelpur,102.44
Telangana,Chigurumamidi,Velchala,Velchala,109.33
Telangana,Chigurumamidi,Gangipalle,Gangipalle,102.15
Telangana,Chigurumamidi,Lakshmipur,Lakshmipur,106.99
Telangana,Chigurumamidi,Khajipur,Khajipur,108.19
Telangana,Chigurumamidi,SANGAM,SANGAM,110.05
Telangana,Chigurumamidi,Edulagatepalle,Edulagatepalle,102.64
Telangana,Chigurumamidi,Katnepalle,Katnepalle,104.08
Telangana,Chigurumamidi,Chegurti,Chegurti,105.64
Telangana,Chigurumamidi,PARVELLA,PARVELLA,109.59
Telangana,Chigurumamidi,Malkapur,Malkapur,103.52
Telangana,Chigurumamidi,Garsekurthi,Garsekurthi,104.96
Telangana,Chigurumamidi,Laxmipur,Laxmipur,108.69
Telangana,Chigurumamidi,Kondapalkala,Kondapalkala,101.14
Telangana,Chigurumamidi,Chamanpalle,Chamanpalle,105.40
Telangana,Chigurumamidi,Chengerla,Chengerla,102.05
Telangana,Chigurumamidi,Amudalapally,Amudalapally,105.30
Telangana,Chigurumamidi,Gangadhara,Gangadhara,103.73
Telangana,Chigurumamidi,Elgandal,Elgandal,106.31
Telangana,Chigurumamidi,Mothe,Mothe,104.59
Telangana,Chigurumamidi,Thirmalapur,Thirmalapur,104.20
Telangana,Chigurumamidi,Nagunur,Nagunur,101.62
Telangana,Chigurumamidi,Fakirpet,Fakirpet,104.44
Telangana,Chigurumamidi,Kankulagidda,Kankulagidda,108.50
Telangana,Chigurumamidi,Narayanpur,Narayanpur,115.10
Telangana,Chigurumamidi,Burgupalli,Burgupalli,104.99
Telangana,Chigurumamidi,Vannaram,Vannaram,104.83
Telangana,Chigurumamidi,Veldi,Veldi,103.30
Telangana,Chigurumamidi,Bonthupalli,Bonthupalli,102.25
Telangana,Chigurumamidi,Nustulapur,Nustulapur,105.56
Telangana,Chigurumamidi,Thimmapur,Thimmapur,102.97
Telangana,Chigurumamidi,Baddipalle,Baddipalle,110.03
Telangana,Chigurumamidi,Tahar Kondapur,Tahar Kondapur,104.54
Telangana,Chigurumamidi,Keshavapatnam,Keshavapatnam,104.93
Telangana,Chigurumamidi,Maqdumpur,Maqdumpur,106.44
Telangana,Chigurumamidi,Ghanmukula,Ghanmukula,103.21
Telangana,Chigurumamidi,Ghanpur,Ghanpur,106.20
Telangana,Chigurumamidi,Kakkerakunta,Kakkerakunta,102.32
Telangana,Chigurumamidi,Molangur,Molangur,111.45
Telangana,Chigurumamidi,Thanugula,Thanugula,104.70
Telangana,Chigurumamidi,Nayalakonda Palle,Nayalakonda Palle,114.39
Telangana,Chigurumamidi,Valbhapur,Valbhapur,101.90
Telangana,Chigurumamidi,Lingapur,Lingapur,102.92
Telangana,Chigurumamidi,Eklaspur,Eklaspur,102.22
Telangana,Chigurumamidi,Gattubuthkur,Gattubuthkur,103.24
Telangana,Chigurumamidi,Jammikunta,Jammikunta,103.71
Telangana,Chigurumamidi,Kondiapally,Kondiapally,122.85
Telangana,Chigurumamidi,Ramadugu,Ramadugu,101.78
Telangana,Chigurumamidi,Buzunoor,Buzunoor,103.95
Telangana,Chigurumamidi,Arkandla,Arkandla,114.05
Telangana,Chigurumamidi,Reddypalli,Reddypalli,109.25
Telangana,Chigurumamidi,Rachapalli,Rachapalli,103.59
Telangana,Chigurumamidi,Venkapalli,Venkapalli,106.75
Telangana,Chigurumamidi,Irukulla,Irukulla,105.70
Telangana,Chigurumamidi,Ullampally,Ullampally,111.01
Telangana,Chigurumamidi,JANGAPALLY,JANGAPALLY,106.13
Telangana,Chigurumamidi,Chinna Komati Pally,Chinna Komati Pally,113.97
Telangana,Chigurumamidi,Ragampeta,Ragampeta,103.03
Telangana,Chigurumamidi,Manakondur,Manakondur,102.16
Telangana,Chigurumamidi,Nagulamalial,Nagulamalial,106.29
Telangana,Chigurumamidi,GANNERUVARAM,GANNERUVARAM,107.58
Telangana,Chigurumamidi,Erada Pally,Erada Pally,106.44
Telangana,Chigurumamidi,Kanapur,Kanapur,103.12
Telangana,Chigurumamidi,Bizigirisharif,Bizigirisharif,103.64
Telangana,Chigurumamidi,Sirsaid,Sirsaid,108.08
Telangana,Chigurumamidi,Deshrajpalle,Deshrajpalle,104.15
Telangana,Chigurumamidi,Tekurthy,Tekurthy,106.49
Telangana,Chigurumamidi,Elbaka,Elbaka,102.63
Telangana,Chigurumamidi,Kondapaka,Kondapaka,102.80
Telangana,Chigurumamidi,Yelabotharam,Yelabotharam,112.86
Telangana,Chigurumamidi,Saidabad,Saidabad,102.38
Telangana,Chigurumamidi,Kalleda,Kalleda,105.19
Telangana,Chigurumamidi,Asifnagar,Asifnagar,102.03
Telangana,Chigurumamidi,Porandla,Porandla,105.04
Telangana,Chigurumamidi,Dharmarajapalli,Dharmarajapalli,111.66
Telangana,Allapali,Sangam,Sangam,106.70
Telangana,Allapali,W.l.regubally,W.l.regubally,121.17
Telangana,Allapali,Maddikonda,Maddikonda,101.79
Telangana,Allapali,Seetharampuram,Seetharampuram,115.20
Telangana,Allapali,Kataigudem,Kataigudem,100.01
Telangana,Allapali,Morampallibanjar,Morampallibanjar,102.74
Telangana,Allapali,Ramachendrunipeta,Ramachendrunipeta,114.33
Telangana,Allapali,Seetaigudem,Seetaigudem,103.36
Telangana,Allapali,Mamidigundala,Mamidigundala,107.38
Telangana,Allapali,Peda Kamalapuram,Peda Kamalapuram,104.09
Telangana,Allapali,Khammampadu,Khammampadu,102.60
Telangana,Allapali,Gumpena,Gumpena,108.57
Telangana,Allapali,Laxmidevipally,Laxmidevipally,101.61
Telangana,Allapali,Kothapally,Kothapally,111.77
Telangana,Allapali,Pusuguppa,Pusuguppa,100.00
Telangana,Allapali,Iravendi,Iravendi,108.16
Telangana,Allapali,Rompaid,Rompaid,105.87
Telangana,Allapali,Singireddypalli,Singireddypalli,110.70
Telangana,Allapali,Bonded Labour Colony,Bonded Labour Colony,106.21
Telangana,Allapali,Papakollu,Papakollu,105.54
Telangana,Allapali,Kotha Dummagudem,Kotha Dummagudem,100.66
Telangana,Allapali,Peddagollagudem,Peddagollagudem,104.65
Telangana,Allapali,Allapallai,Allapallai,104.09
Telangana,Allapali,Narsapuram,Narsapuram,101.76
Telangana,Allapali,Nagineniprolu,Nagineniprolu,102.05
Telangana,Allapali,Annadevam,Annadevam,104.41
Telangana,Allapali,K.veerabhadrapuram,K.veerabhadrapuram,100.00
Telangana,Allapali,Unjupalli,Unjupalli,111.11
Telangana,Allapali,Patha Danthanam,Patha Danthanam,100.00
Telangana,Allapali,Burgampad,Burgampad,103.53
Telangana,Allapali,Pinapaka,Pinapaka,106.20
Telangana,Allapali,Tummala Cheru,Tummala Cheru,108.34
Telangana,Allapali,Ananthogu,Ananthogu,107.38
Telangana,Allapali,Karukonda,Karukonda,104.90
Telangana,Allapali,Cherupally,Cherupally,123.53
Telangana,Allapali,Naramvarigudem,Naramvarigudem,104.12
Telangana,Allapali,Thippanapally,Thippanapally,103.10
Telangana,Allapali,Jammigudem,Jammigudem,112.83
Telangana,Allapali,Gondigudem,Gondigudem,104.45
Telangana,Allapali,Burravemula,Burravemula,100.00
Telangana,Allapali,Vedanthapuram,Vedanthapuram,104.01
Telangana,Allapali,Asupaka,Asupaka,101.98
Telangana,Allapali,Dabbanuthala,Dabbanuthala,100.00
Telangana,Allapali,Pentlam,Pentlam,104.55
Telangana,Allapali,Chintriyala,Chintriyala,106.70
Telangana,Allapali,Adiveramavaram,Adiveramavaram,110.80
Telangana,Allapali,Kommanapally,Kommanapally,100.00
Telangana,Allapali,Kannapuram,Kannapuram,101.24
Telangana,Allapali,Peddamidisileru Ch-3,Peddamidisileru Ch-3,112.73
Telangana,Allapali,Namavaram,Namavaram,105.78
Telangana,Allapali,Rachannagudem,Rachannagudem,108.99
Telangana,Allapali,Kothapalli,Kothapalli,104.72
Telangana,Allapali,Ragaboina Gudem,Ragaboina Gudem,109.78
Telangana,Allapali,Pragallapally,Pragallapally,100.12
Telangana,Allapali,Sudimalla,Sudimalla,106.57
Telangana,Allapali,Kannaigudem,Kannaigudem,102.69
Telangana,Allapali,Pandurangapuram,Pandurangapuram,103.66
Telangana,Allapali,Muthapuram,Muthapuram,110.92
Telangana,Allapali,Challasamudram,Challasamudram,108.47
Telangana,Allapali,Maddukuru,Maddukuru,105.54
Telangana,Allapali,Gareebpeta,Gareebpeta,103.48
Telangana,Allapali,Narayanaraopeta,Narayanaraopeta,114.84
Telangana,Allapali,Rallagudem,Rallagudem,100.00
Telangana,Allapali,Pusuguppa Patch-3,Pusuguppa Patch-3,100.00
Telangana,Allapali,Atchuthapuram,Atchuthapuram,104.35
Telangana,Allapali,Amarda,Amarda,104.97
Telangana,Allapali,Kakarla,Kakarla,107.16
Telangana,Allapali,L.n.raopeta,L.n.raopeta,102.09
Telangana,Allapali,Dandupeta,Dandupeta,100.00
Telangana,Allapali,Thimmampeta,Thimmampeta,105.94
Telangana,Allapali,Kothuru,Kothuru,101.37
Telangana,Allapali,Kummarigudem,Kummarigudem,108.39
Telangana,Allapali,Settipally,Settipally,110.04
Telangana,Allapali,Thirumalakunta,Thirumalakunta,104.17
Telangana,Allapali,Gangolu,Gangolu,104.69
Telangana,Allapali,Laxminagaram,Laxminagaram,100.00
Telangana,Allapali,Patwarigudem,Patwarigudem,106.70
Telangana,Allapali,Jangalapalle,Jangalapalle,100.00
Telangana,Allapali,P.suraram,P.suraram,104.39
Telangana,Allapali,Aswapuram,Aswapuram,104.12
Telangana,Allapali,Mukamamidi,Mukamamidi,104.29
Telangana,Allapali,Puligundala,Puligundala,120.53
Telangana,Allapali,Narayanapuram,Narayanapuram,105.18
Telangana,Allapali,Byragulapadu,Byragulapadu,105.42
Telangana,Allapali,Mamillavai,Mamillavai,105.54
Telangana,Allapali,P.yanambile,P.yanambile,107.60
Telangana,Allapali,Jagannadhapuram,Jagannadhapuram,106.25
Telangana,Allapali,Anjubaka,Anjubaka,120.99
Telangana,Allapali,Dugineypalli,Dugineypalli,103.27
Telangana,Allapali,K.reguballi,K.reguballi,117.78
Telangana,Allapali,Penagadapa,Penagadapa,103.52
Telangana,Allapali,Gogubaka,Gogubaka,100.37
Telangana,Allapali,K.laxmipuram,K.laxmipuram,100.04
Telangana,Allapali,Peda Bandirevu,Peda Bandirevu,114.96
Telangana,Allapali,Nacharam,Nacharam,106.22
Telangana,Allapali,Bachuvarigudem,Bachuvarigudem,106.56
Telangana,Allapali,Seethampeta,Seethampeta,104.68
Telangana,Allapali,Sayanapally,Sayanapally,109.86
Telangana,Allapali,Wadlagudem,Wadlagudem,102.47
Telangana,Allapali,Sarapaka,Sarapaka,101.21
Telangana,Allapali,Galaba,Galaba,106.21
Telangana,Allapali,Pusuguppa-patch-11,Pusuguppa-patch-11,100.00
Telangana,Allapali,Ganugapaddu,Ganugapaddu,100.87
Telangana,Allapali,Pamalapali,Pamalapali,101.57
Telangana,Allapali,Dummagudem,Dummagudem,114.68
Telangana,Allapali,Mustibanda,Mustibanda,103.67
Telangana,Allapali,Naidupeta,Naidupeta,107.52
Telangana,Allapali,Subbaraopeta,Subbaraopeta,118.68
Telangana,Allapali,Penubally,Penubally,109.92
Telangana,Allapali,Tungaram,Tungaram,104.63
Telangana,Allapali,Anantharam,Anantharam,103.91
Telangana,Allapali,Pittathogu,Pittathogu,105.86
Telangana,Allapali,Gundala,Gundala,104.71
Telangana,Allapali,Abbugudem,Abbugudem,104.75
Telangana,Allapali,Samithi Singaram,Samithi Singaram,109.87
Telangana,Allapali,Ramachandrapuram,Ramachandrapuram,100.00
Telangana,Allapali,Z.veerabhadrapuram,Z.veerabhadrapuram,121.61
Telangana,Allapali,Sainaraopalem,Sainaraopalem,117.24
Telangana,Allapali,Ankampalem,Ankampalem,108.32
Telangana,Allapali,Peddamidisileru,Peddamidisileru,102.74
Telangana,Allapali,Mallaram,Mallaram,110.36
Telangana,Allapali,Nellipaka,Nellipaka,102.44
Telangana,Allapali,Somulagudem,Somulagudem,107.96
Telangana,Allapali,Nadikudi,Nadikudi,117.59
Telangana,Allapali,Gurramgudem,Gurramgudem,103.55
Telangana,Allapali,Cheemalapadu,Cheemalapadu,100.01
Telangana,Allapali,Ravikampadu,Ravikampadu,102.05
Telangana,Allapali,Kachanapalli,Kachanapalli,101.25
Telangana,Allapali,Chinnavenkatapuram,Chinnavenkatapuram,124.39
Telangana,Allapali,Mamidigudem,Mamidigudem,100.06
Telangana,Allapali,Chinthakunta,Chinthakunta,100.00
Telangana,Allapali,Sompalli,Sompalli,110.86
Telangana,Allapali,Kavadigundla,Kavadigundla,105.36
Telangana,Allapali,Malkaram,Malkaram,108.21
Telangana,Allapali,C.kathigudem,C.kathigudem,111.77
Telangana,Allapali,Chandrugonda,Chandrugonda,101.64
Telangana,Allapali,Elchireddipalli,Elchireddipalli,107.43
Telangana,Allapali,Cherla,Cherla,102.97
Telangana,Allapali,Lingapuram,Lingapuram,110.21
Telangana,Allapali,Nagaram,Nagaram,107.62
Telangana,Allapali,Karivarigudem,Karivarigudem,104.55
Telangana,Allapali,Chinthalapadu,Chinthalapadu,100.00
Telangana,Allapali,Manguvai,Manguvai,100.00
Telangana,Allapali,Rallapuram,Rallapuram,103.93
Telangana,Allapali,Kudunuru,Kudunuru,106.78
Telangana,Allapali,Pedanallaballi,Pedanallaballi,119.08
Telangana,Allapali,Dharmaram,Dharmaram,110.21
Telangana,Allapali,Damaracherla,Damaracherla,102.15
Telangana,Allapali,Gangadeviguppa,Gangadeviguppa,113.39
Telangana,Allapali,Balarajugudem,Balarajugudem,109.71
Telangana,Allapali,Lingagudem,Lingagudem,111.23
Telangana,Allapali,Tailorpeta,Tailorpeta,100.00
Telangana,Allapali,Dammapeta,Dammapeta,102.92
Telangana,Allapali,Garmellapad,Garmellapad,105.51
Telangana,Allapali,Peddipalli,Peddipalli,116.22
Telangana,Allapali,Ramannagudem,Ramannagudem,104.52
Telangana,Allapali,Gollapalli,Gollapalli,99.22
Telangana,Allapali,Padamati Narasapuram,Padamati Narasapuram,102.58
Telangana,Allapali,Bandarugudem,Bandarugudem,124.46
Telangana,Allapali,Laxmidevipally,Laxmidevipally,103.65
Telangana,Allapali,Chathakonda,Chathakonda,104.95
Telangana,Allapali,Katukuru,Katukuru,116.13
Telangana,Allapali,Vootupally,Vootupally,103.01
Telangana,Allapali,Lachapuram,Lachapuram,101.36
Telangana,Allapali,Konavarigudem,Konavarigudem,108.93
Telangana,Allapali,Koya Narsapuram,Koya Narsapuram,100.87
Telangana,Allapali,Subbampeta,Subbampeta,109.90
Telangana,Allapali,Govindapuram,Govindapuram,108.42
Telangana,Allapali,Gunnepalli,Gunnepalli,109.79
Telangana,Allapali,C.kothuru,C.kothuru,114.13
Telangana,Allapali,Nakiripeta,Nakiripeta,105.43
Telangana,Allapali,Karegattu,Karegattu,108.42
Telangana,Allapali,China Nallabally,China Nallabally,119.13
Telangana,Allapali,Lingala,Lingala,118.27
Telangana,Allapali,Cherla,Cherla,108.76
Telangana,Allapali,Sundariahnagar,Sundariahnagar,109.69
Telangana,Allapali,Raghavapuram,Raghavapuram,105.33
Telangana,Allapali,Sitanagaram,Sitanagaram,112.34
Telangana,Allapali,Nagupally,Nagupally,107.36
Telangana,Allapali,Kurnapalli,Kurnapalli,109.22
Telangana,Allapali,Whitenagaram,Whitenagaram,100.44
Telangana,Allapali,T.gommugudem,T.gommugudem,105.81
Telangana,Allapali,Aswaraopeta,Aswaraopeta,102.36
Telangana,Allapali,Komraram,Komraram,107.02
Telangana,Allapali,Chaparalapally,Chaparalapally,103.53
Telangana,Allapali,Patha Zinnelagudem,Patha Zinnelagudem,100.00
Telangana,Allapali,Upparigudem,Upparigudem,100.00
Telangana,Allapali,B.kothagudem,B.kothagudem,111.50
Telangana,Allapali,Chunchupally,Chunchupally,102.63
Telangana,Allapali,Guntimadugu,Guntimadugu,104.63
Telangana,Allapali,Pokalagudem,Pokalagudem,101.93
Telangana,Allapali,Venkataraopeta,Venkataraopeta,103.53
Telangana,Allapali,Krishnasagar,Krishnasagar,107.34
Telangana,Allapali,Jinnegattu,Jinnegattu,100.00
Telangana,Allapali,Moddulagudem,Moddulagudem,103.80
Telangana,Allapali,Peddireddygudem,Peddireddygudem,101.62
Telangana,Allapali,Markodu,Markodu,101.82
Telangana,Allapali,Gangaram,Gangaram,106.27
Telangana,Allapali,Pinapaka,Pinapaka,105.71
Telangana,Allapali,Gannavaram,Gannavaram,109.60
Telangana,Allapali,Kesavapatnam,Kesavapatnam,100.17
Telangana,Allapali,Narsapuram,Narsapuram,117.26
Telangana,Allapali,Bheemavaram,Bheemavaram,107.16
Telangana,Allapali,Devarapalli Z,Devarapalli Z,110.19
Telangana,Allapali,Bodu,Bodu,106.53
Telangana,Allapali,Toggudem,Toggudem,103.69
Telangana,Allapali,Turubaka,Turubaka,123.38
Telangana,Allapali,Punukuduchelaka,Punukuduchelaka,114.28
Telangana,Allapali,Patha Maredubaka,Patha Maredubaka,116.43
Telangana,Allapali,Parnasala,Parnasala,123.76
Telangana,Allapali,Nallabandabodu,Nallabandabodu,108.91
Telangana,Allapali,Kotha Zinnelagudem,Kotha Zinnelagudem,107.06
Telangana,Allapali,Singasamduram,Singasamduram,103.84
Telangana,Allapali,Jaggaram,Jaggaram,108.59
Telangana,Allapali,Danthalaboru,Danthalaboru,100.58
Telangana,Allapali,Bangaruchelaka,Bangaruchelaka,111.00
Telangana,Allapali,Maraigudem,Maraigudem,100.00
Telangana,Allapali,Mothey,Mothey,105.90
Telangana,Allapali,Sarvaram,Sarvaram,107.59
Telangana,Allapali,Chandralagudem,Chandralagudem,111.38
Telangana,Allapali,Suravaram,Suravaram,116.05
Telangana,Allapali,Samath Bhattupalli,Samath Bhattupalli,113.30
Telangana,Allapali,Anantharam,Anantharam,110.76
Telangana,Allapali,Venkatrampuram,Venkatrampuram,101.02
Telangana,Allapali,Duradapadu,Duradapadu,103.20
Telangana,Allapali,Uppaka,Uppaka,103.44
Telangana,Allapali,Lachigudem,Lachigudem,100.00
Telangana,Allapali,Bodanalli,Bodanalli,109.03
Telangana,Allapali,Bodanalli,Bodanalli,109.69
Telangana,Allapali,Uppusaka,Uppusaka,107.00
Telangana,Allapali,Potlapally,Potlapally,113.17
Telangana,Allapali,Gundipudi,Gundipudi,102.51
Telangana,Allapali,Kaliveru,Kaliveru,121.48
Telangana,Allapali,Kasinagaram,Kasinagaram,112.11
Telangana,Allapali,China Bandirevu,China Bandirevu,112.11
Telangana,Allapali,Laxmipuram,Laxmipuram,123.44
Telangana,Allapali,Vulvanoor,Vulvanoor,110.21
Telangana,Allapali,Aswapurampadu,Aswapurampadu,112.86
Telangana,Allapali,Annaram,Annaram,106.41
Telangana,Allapali,Bethampudi,Bethampudi,103.67
Telangana,Allapali,Samath Mothe,Samath Mothe,107.90
Telangana,Allapali,Pregellapadu,Pregellapadu,104.64
Telangana,Allapali,Koppurai,Koppurai,107.85
Telangana,Allapali,Singabupalem,Singabupalem,106.60
Telangana,Allapali,Bhadrachalam,Bhadrachalam,101.74
Telangana,Allapali,Janampeta,Janampeta,108.16
Telangana,Allapali,Paidakulamadugu,Paidakulamadugu,100.02
Telangana,Allapali,Akinepalli,Akinepalli,109.76
Telangana,Allapali,Anjaneyapuram,Anjaneyapuram,100.02
Telangana,Allapali,Mothe,Mothe,110.02
Telangana,Allapali,Ramanujavaram,Ramanujavaram,109.60
Telangana,Allapali,Kamalapuram,Kamalapuram,104.70
Telangana,Allapali,Bhattupalli,Bhattupalli,110.59
Telangana,Allapali,Singavaram,Singavaram,105.14
Telangana,Allapali,Ramanjapuram,Ramanjapuram,120.93
Telangana,Allapali,Arlagudem,Arlagudem,114.20
Telangana,Allapali,Sujathanagar,Sujathanagar,106.64
Telangana,Allapali,Pusugudem,Pusugudem,104.39
