state_name,district_name,block_name,blcode11,village_name,vil_encode,service_level,TotalHab,TotalNoofHouseholds,HousesWithTaps,NoofSchool,School_TapCon,RunningWater_In_Toilet_Urinals_School,hand_wash_avail_School,NoofBal_Agan,Bal_Agan_TapCon,RunningWater_In_Toilet_Urinals_Agan,hand_wash_avail_Agan,JJMStatus,SCCurrentPop,STCurrentPop,GENCurrentPop,TotalCurrentPop
Jammu&Kashmir,Reasi,Jij Bagli,7%3A531,Dhakikote,11112498951,37.01,4,924,905,5,5,3,5,11,11,8,8,In progress,0,3865,469,4334
Jammu&Kashmir,Reasi,Jij Bagli,7%3A531,THUB,1111753%3A3%3A1,40.0,1,360,360,5,5,0,5,1,1,1,1,100% Har Ghar Jal,0,748,1350,2098
Jammu&Kashmir,Reasi,Jij Bagli,7%3A531,Gabar,11117866531,55.0,1,124,124,11,11,5,11,2,2,0,0,100% Har Ghar Jal,85,172,324,581
Jammu&Kashmir,Reasi,Jij Bagli,7%3A531,Thanol,111173487%3A1,40.0,1,406,406,5,5,5,5,9,9,3,9,100% Har Ghar Jal,0,1131,841,1972
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Sarwan,11112516%3A61,55.0,1,177,18,2,2,2,2,2,2,2,2,In progress,11,0,739,750
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Chak Bagla,11112516%3A31,55.0,1,192,127,1,1,1,1,2,2,2,2,In progress,277,108,578,963
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Chak Chatka,11112516781,55.0,1,172,135,3,3,3,3,2,2,2,2,In progress,25,0,744,769
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Chak Paras,11117247921,55.0,2,360,285,8,8,8,8,1,1,1,1,In progress,103,0,1706,1809
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Koulpur,11112516%3A91,55.0,2,248,214,4,4,4,4,2,2,2,2,In progress,25,0,660,685
Jammu&Kashmir,Samba,Ramgarh,7%3A481,Gurwal,11112516%3A41,55.0,1,658,623,2,2,2,2,2,2,2,2,In progress,570,0,2277,2847
Jammu&Kashmir,Samba,Ramgarh,7%3A481,MAHAL SHAH,11112516621,55.0,5,227,218,6,6,6,6,4,4,4,4,In progress,232,0,523,755
