state_name,district_name,block_name,blcode11,village_name,vil_encode,service_level,TotalHab,TotalNoofHouseholds,HousesWithTaps,NoofSchool,School_TapCon,RunningWater_In_Toilet_Urinals_School,hand_wash_avail_School,NoofBal_Agan,Bal_Agan_TapCon,RunningWater_In_Toilet_Urinals_Agan,hand_wash_avail_Agan,JJMStatus,SCCurrentPop,STCurrentPop,GENCurrentPop,TotalCurrentPop
Telangana,Warangal Rural,Geesugonda,67791,Machhapur,11111341881,104.43,5,1052,1052,4,4,0,4,5,5,0,5,100% Har Ghar Jal,457,487,2835,3779
Telangana,Warangal Rural,Geesugonda,67791,Ookal,11111341%3A21,108.91,4,615,615,0,0,0,0,3,3,0,3,100% Har Ghar Jal,538,87,1552,2177
Telangana,Warangal Rural,Geesugonda,67791,Ramachandra Pur,11116%3A98771,123.3,1,25,25,0,0,0,0,1,1,0,1,100% Har Ghar Jal,24,24,64,112
Telangana,Warangal Rural,Geesugonda,67791,Vanchanagiri,11116%3A98971,104.29,2,1165,1165,2,2,2,2,3,3,0,3,100% Har Ghar Jal,741,62,2824,3627
Telangana,Warangal Rural,Geesugonda,67791,Shayampet [h],11116%3A98%3A41,104.78,3,627,627,2,2,1,2,2,2,0,2,100% Har Ghar Jal,567,40,1743,2350
Telangana,Warangal Rural,Khanapur,67881,Dharmaraopet,11116%3A95831,101.8,3,956,956,3,3,3,2,4,4,2,4,100% Har Ghar Jal,239,709,2435,3383
Telangana,Warangal Rural,Khanapur,67881,Rangapur,11116%3A95891,102.84,1,251,251,1,1,0,1,1,1,0,1,100% Har Ghar Jal,149,169,740,1058
Telangana,Warangal Rural,Khanapur,67881,Dabeerpet,11117138131,102.71,3,361,361,3,3,0,0,2,2,0,2,100% Har Ghar Jal,77,677,612,1366
Telangana,Warangal Rural,Khanapur,67881,Pakhal Ashoknagar,11117138181,102.17,5,1566,1566,4,4,1,4,8,8,0,7,100% Har Ghar Jal,674,1428,3689,5791
Telangana,Warangal Rural,Khanapur,67881,Khanapur,111171381%3A1,101.87,5,1979,1979,5,5,3,3,10,10,0,9,100% Har Ghar Jal,570,1152,5406,7128
Telangana,Warangal Rural,Khanapur,67881,Ragampet,11117138211,101.92,1,264,264,1,1,0,1,1,1,0,1,100% Har Ghar Jal,70,117,856,1043
Telangana,Warangal Rural,Khanapur,67881,Pocharam,111171383%3A1,102.21,1,185,185,1,1,0,1,2,2,0,2,100% Har Ghar Jal,664,20,40,724
Telangana,Warangal Rural,Khanapur,67881,Mangalvaripet,11117138411,104.21,10,1095,1095,4,4,1,2,8,8,1,2,100% Har Ghar Jal,226,3149,1143,4518
Telangana,Warangal Rural,Khanapur,67881,Budharaopet,11117138421,103.66,4,1642,1642,4,4,3,2,8,8,0,8,100% Har Ghar Jal,434,539,5156,6129
Telangana,Warangal Rural,Khanapur,67881,Ainepalli,11117138431,104.56,1,54,54,0,0,0,0,0,0,0,0,100% Har Ghar Jal,9,130,102,241
Telangana,Warangal Rural,Khanapur,67881,Kothur,11117138441,101.81,1,536,536,2,2,1,2,1,1,0,1,100% Har Ghar Jal,174,480,1277,1931
Telangana,Warangal Rural,Nallabelli,67991,Nandigama,11111341341,103.01,1,635,635,2,2,1,2,2,2,0,2,100% Har Ghar Jal,300,497,1459,2256
Telangana,Warangal Rural,Nallabelli,67991,Relakunta,11111341351,103.74,2,533,533,1,1,1,1,2,2,0,2,100% Har Ghar Jal,202,320,1324,1846
Telangana,Warangal Rural,Nallabelli,67991,Rangapuram,11111341361,104.26,3,554,554,3,3,2,2,3,3,0,3,100% Har Ghar Jal,205,26,1882,2113
Telangana,Warangal Rural,Nallabelli,67991,Arshanpally,11111341371,104.71,2,392,392,2,2,0,0,2,2,0,2,100% Har Ghar Jal,240,4,1306,1550
Telangana,Warangal Rural,Nallabelli,67991,Kannaraopet,11111341381,105.94,3,300,300,2,2,1,0,3,3,0,2,100% Har Ghar Jal,57,613,424,1094
Telangana,Warangal Rural,Nallabelli,67991,Govindapuram,11111341391,106.08,6,575,575,2,2,0,0,5,5,0,5,100% Har Ghar Jal,61,1455,871,2387
Telangana,Warangal Rural,Nallabelli,67991,Kondapur,111113413%3A1,112.94,4,201,201,1,1,1,1,2,2,0,2,100% Har Ghar Jal,63,228,420,711
Telangana,Warangal Rural,Nallabelli,67991,Asaravelli,11111341411,102.98,1,182,182,1,1,0,1,1,1,0,1,100% Har Ghar Jal,40,291,340,671
Telangana,Warangal Rural,Nallabelli,67991,Rampuram,11111341421,105.28,2,348,348,0,0,0,0,2,2,0,2,100% Har Ghar Jal,205,145,824,1174
Telangana,Warangal Rural,Nallabelli,67991,Rudragudem,11111341431,102.31,2,684,684,2,2,1,2,3,3,0,3,100% Har Ghar Jal,224,486,2275,2985
Telangana,Warangal Rural,Nallabelli,67991,Shanigaram,11111341441,104.13,3,563,563,2,2,0,0,3,3,0,3,100% Har Ghar Jal,135,25,1678,1838
Telangana,Warangal Rural,Nallabelli,67991,Ramatheertham,11111341461,108.74,3,340,340,2,2,0,1,3,3,0,3,100% Har Ghar Jal,196,533,586,1315
Telangana,Warangal Rural,Nallabelli,67991,Muchimpula,11111341471,105.9,3,416,416,3,3,1,1,3,3,0,3,100% Har Ghar Jal,213,339,939,1491
Telangana,Warangal Rural,Nallabelli,67991,Lenkalapally,11111341481,105.01,3,474,474,1,1,1,1,2,2,0,2,100% Har Ghar Jal,144,0,1692,1836
Telangana,Warangal Rural,Nallabelli,67991,Nallabelli,11111341491,101.63,3,1336,1336,3,3,2,1,5,5,0,4,100% Har Ghar Jal,993,132,4079,5204
Telangana,Warangal Rural,Nallabelli,67991,Narakkapeta,111113414%3A1,102.06,1,780,780,3,3,2,3,3,3,0,2,100% Har Ghar Jal,516,62,2231,2809
Telangana,Warangal Rural,Nallabelli,67991,Gundlapahad,11111341511,107.3,5,482,482,1,1,0,1,4,4,0,3,100% Har Ghar Jal,111,693,962,1766
Telangana,Warangal Rural,Nallabelli,67991,Medapally,11111341521,105.53,5,620,620,3,3,0,2,7,7,0,6,100% Har Ghar Jal,65,574,1800,2439
Telangana,Warangal Rural,Nallabelli,67991,Nagarajpally,11116%3A98691,107.59,3,314,314,1,1,0,0,2,2,0,2,100% Har Ghar Jal,40,98,955,1093
Telangana,Warangal Rural,Narsampet,67%3A21,Kammepally,1111133%3A741,103.19,4,953,953,3,3,1,3,3,3,0,3,100% Har Ghar Jal,384,476,2586,3446
Telangana,Warangal Rural,Narsampet,67%3A21,Bhanjipet,1111133%3A761,105.37,7,1148,1148,6,6,4,5,5,5,0,5,100% Har Ghar Jal,672,1579,2124,4375
Telangana,Warangal Rural,Narsampet,67%3A21,Itikalapally,1111133%3A781,104.08,6,1213,1213,5,5,3,5,7,7,0,7,100% Har Ghar Jal,313,1188,3010,4511
Telangana,Warangal Rural,Narsampet,67%3A21,Muthojipet,1111133%3A791,104.55,4,847,847,3,3,2,3,4,4,0,4,100% Har Ghar Jal,276,1296,1749,3321
Telangana,Warangal Rural,Narsampet,67%3A21,Madannapet,1111133%3A7%3A1,103.88,3,993,993,2,2,1,2,4,4,0,4,100% Har Ghar Jal,575,568,2369,3512
Telangana,Warangal Rural,Narsampet,67%3A21,Maheshwaram,1111133%3A821,103.41,10,1501,1501,4,4,2,4,7,7,0,7,100% Har Ghar Jal,825,695,3607,5127
Telangana,Warangal Rural,Narsampet,67%3A21,Laknepally,1111133%3A831,103.1,2,529,529,2,2,1,2,3,3,0,3,100% Har Ghar Jal,393,64,1640,2097
Telangana,Warangal Rural,Narsampet,67%3A21,Rajupet,1111133%3A881,108.63,7,597,597,4,4,2,4,6,6,0,6,100% Har Ghar Jal,166,1421,545,2132
